PetID,AdoptionSpeed,Type,Brightness,Blurriness,Contrast,Colorfulness,Saturation,R_mean,G_mean,B_mean,Brightness_s,Blurriness_s,Contrast_s,Colorfulness_s,Saturation_s,QualityScore
e936b0102,4,Cat,139.03,731.43,62.11,24.02,51.55,142.7,138.6,131.6,0.608667071197411,0.03066958202182397,0.5210178231140006,0.18833307197741883,0.21620601434383255,0.3129787125308974
d01e08ee2,4,Dog,129.4,325.2,80.64,69.41,105.93,164.2,116.8,103.1,0.5599716828478966,0.013239665535078656,0.7287299630086314,0.5442214207307511,0.4442813404353479,0.4580888145115411
ca39efaf2,4,Dog,140.67,4176.34,60.78,25.89,57.2,149.5,135.1,146.0,0.6169599514563107,0.17847868918858617,0.5061091805851361,0.2029951387799906,0.23990269680828755,0.34888913136366223
631c813af,1,Dog,158.33,1607.73,71.32,41.78,80.11,181.5,150.7,136.6,0.7062601132686085,0.06826856736838853,0.6242573702499719,0.3275835032146777,0.3359895986243342,0.4124718305451961
4b4f32911,2,Dog,105.97,2475.25,78.38,19.17,48.92,110.0,105.6,97.2,0.44149474110032366,0.10549083345061115,0.7033964802152224,0.15030578641994669,0.2051755232143606,0.3211726728800929
bec6cc26b,1,Dog,111.87,244.52,45.52,27.94,51.27,120.5,109.9,99.5,0.4713288834951457,0.009777967329257786,0.3350521242013227,0.2190685275207778,0.21503166547833746,0.2500518336049683
8ca49ce85,4,Dog,112.66,605.85,77.97,25.37,52.68,118.5,111.9,101.4,0.4753236245954693,0.025281380972158818,0.6988005828942943,0.1989179865140348,0.22094535083672356,0.32385378516253616
1cdf69df6,0,Cat,205.41,636.16,54.5,63.8,42.9,221.1,196.5,210.0,0.9443264563106797,0.026581877658059045,0.4357134850353099,0.5002352203230359,0.17992702260621565,0.4173568123866601
c2816bdff,1,Cat,133.54,573.36,51.25,17.96,36.25,136.2,133.1,128.9,0.580906148867314,0.02388734806800512,0.39928259163770874,0.14081856672416496,0.1520362370507067,0.2593861784695799
b30bcaab6,4,Dog,122.47,5069.02,55.74,26.06,41.31,126.0,123.2,109.5,0.5249292071197411,0.21678048336771577,0.44961327205470236,0.20432805394386072,0.17325839869143983,0.313781883035492
5b9bed882,3,Dog,106.6,366.09,72.39,13.34,45.63,110.8,105.8,99.7,0.4446804207119741,0.01499411322516313,0.6362515413070283,0.10459463697663478,0.19137692404479303,0.2783795272531187
233aeb07c,3,Dog,128.52,5474.12,70.95,23.62,33.6,135.0,127.3,117.8,0.5555218446601943,0.23416191548444895,0.6201098531554758,0.18519680100360672,0.14092186385941366,0.3471824556326279
ff601e5ec,2,Dog,133.95,1032.67,44.54,28.13,76.95,148.8,131.2,109.2,0.5829793689320388,0.04359474274965589,0.3240668086537383,0.22055825623333855,0.32273623285660363,0.2987870818850751
a3e32d538,3,Cat,94.88,710.98,60.84,27.98,87.78,108.6,90.6,80.9,0.3854166666666667,0.029792143644171064,0.5067817509247842,0.219382154618159,0.36815836933271817,0.3019062170372998
31b90821f,4,Cat,171.76,7925.96,75.36,15.65,20.88,174.0,171.2,168.5,0.77417071197411,0.3393618427149874,0.6695437731196053,0.12270660185039987,0.08757287254120706,0.39867116044006196
4eba3b5c0,2,Dog,132.47,2221.84,43.92,34.99,56.49,148.7,126.9,118.4,0.5754955501618123,0.09461789167647797,0.3171169151440421,0.2743453034342167,0.23692488361363923,0.2997001088060377
52c904832,3,Cat,124.51,461.38,41.43,7.77,18.27,125.2,124.6,122.5,0.5352447411003237,0.01908267571937075,0.2892052460486492,0.06092206366630076,0.07662626347355618,0.19621619800164014
9e5ba0e42,2,Cat,88.93,256.63,64.79,15.27,73.84,98.0,86.7,76.4,0.3553296925566344,0.010297565312307994,0.5510592982849456,0.11972714442527833,0.3096925722434257,0.2692212545645184
e6c917eb2,4,Cat,116.2,157.7,66.06,20.28,51.45,114.2,118.5,109.8,0.4932241100323625,0.006052823077530369,0.565295370474162,0.15900893837227537,0.2157866040347272,0.2878735691982115
eeaa5c53c,1,Cat,107.45,875.21,46.02,33.08,124.17,123.6,106.1,71.8,0.4489785598705502,0.03683868177433915,0.34065687703172287,0.25936960953426375,0.5207817808161724,0.32132510180540963
ffd61a488,1,Cat,102.95,305.59,56.13,26.57,47.23,109.5,100.2,99.7,0.4262237055016182,0.012398268636018823,0.4539849792624145,0.20832679943547122,0.19808748899047937,0.25980424836520044
3f4e4f83f,4,Cat,80.32,520.84,56.42,16.6,92.26,87.6,79.2,66.9,0.311792071197411,0.021633897525495056,0.4572357359040466,0.1301552454132037,0.38694795118064,0.2615529802441593
694b994c8,3,Cat,61.21,138.24,48.75,88.05,168.95,104.4,44.1,35.8,0.21515978964401294,0.00521786215679073,0.3712588274857078,0.6903716481103966,0.7085937172335696,0.3981203689260956
b2d7d59c9,4,Dog,128.79,555.65,44.08,20.23,49.08,137.2,127.0,115.7,0.5568871359223301,0.02312747356100106,0.31891043604977015,0.15861690450054886,0.20584657970892922,0.25267770594851585
4b7f7fcca,2,Dog,152.52,355.13,28.31,14.07,22.43,149.9,154.5,149.0,0.6768810679611651,0.014523857742567732,0.1421365317789485,0.11031833150384193,0.09407373233234073,0.20758670426377276
4212729be,2,Dog,124.97,4650.32,78.76,25.22,55.24,132.6,122.9,115.7,0.5375707928802589,0.19881552254995177,0.7076560923663267,0.19774188489885525,0.23168225474982176,0.3746933094890429
0d7f7a155,1,Dog,109.26,1211.11,63.8,16.93,30.12,115.0,107.6,102.4,0.4581310679611651,0.051250982559356874,0.5399618876807531,0.1327426689665987,0.12632638510254582,0.2616825984540839
40ea976de,2,Dog,120.99,2140.99,60.46,36.56,68.45,134.5,116.6,108.1,0.5174453883495146,0.09114889936189419,0.50252213877368,0.28665516700642935,0.2870863565826448,0.33697159001483257
5649192e9,2,Dog,94.72,410.21,35.97,13.34,30.81,96.3,94.0,94.3,0.3846076051779936,0.016887148981742418,0.22800134514067924,0.10459463697663478,0.12922031623537306,0.1726622105024846
fd60c4aa4,1,Cat,84.99,198.38,62.14,30.97,119.18,95.9,82.9,67.3,0.33540655339805825,0.007798260397966574,0.5213541082838247,0.24282578014740472,0.49985320639181313,0.3214475817238135
a993cd91a,2,Dog,111.31,160.57,39.9,23.08,56.59,126.9,103.2,112.1,0.4684971682847897,0.006175964796056719,0.27205470238762464,0.1809628351889603,0.23734429392274464,0.23300699291603516
552d8047c,3,Cat,128.32,286.54,62.17,45.55,76.45,138.0,124.1,124.5,0.5545105177993528,0.011580899389354379,0.5216903934536486,0.3571428571428571,0.3206391813110766,0.3531127698192579
8cf927527,3,Dog,118.23,229.66,55.89,17.85,32.25,119.1,118.4,115.2,0.5034890776699029,0.009140376410337383,0.4512946979038224,0.13995609220636662,0.13525982468649078,0.24782801377538402
5d83f98eb,2,Cat,120.38,341.34,50.34,29.92,78.6,132.1,117.6,104.1,0.5143608414239482,0.013932176802331369,0.3890819414863804,0.2345930688411479,0.3296565029568426,0.2963249063021301
e16bb6356,2,Cat,90.37,1273.79,67.97,27.4,65.89,87.9,92.0,88.6,0.36261124595469263,0.053940363366754646,0.5867055262862907,0.21483456170613138,0.27634945266954664,0.2988882299966832
868dcd617,2,Cat,72.64,86.97,37.43,16.2,33.16,70.9,73.5,72.7,0.2729571197411004,0.0030180447669489346,0.24436722340544775,0.12701897443939156,0.1390764584993499,0.1572875641704477
7faf2e49d,1,Cat,94.67,533.66,74.71,24.83,43.82,100.0,93.1,89.0,0.38435477346278324,0.02218395913926084,0.662257594440085,0.1946840206993884,0.18378559744998532,0.28945318903830064
27a7a1795,4,Dog,157.4,4160.19,57.34,31.49,56.13,145.5,166.1,144.2,0.7015574433656959,0.1777857488561121,0.46754848111198294,0.24690293241336048,0.2354150065008598,0.36584192244960223
f5cb16efb,4,Cat,130.36,799.92,44.25,27.26,65.63,138.3,129.8,112.7,0.5648260517799354,0.03360824972282386,0.3208160520121062,0.21373686686529716,0.27525898586587255,0.28164924124920704
5f19552c0,2,Cat,135.35,711.01,80.76,27.28,48.47,138.9,134.8,128.9,0.5900586569579288,0.029793430839835103,0.7300751036879274,0.21389368041398776,0.20328817682338632,0.35342180974461307
619dcb4e6,4,Dog,123.04,666.1,104.84,8.31,20.53,123.7,122.7,123.2,0.5278114886731392,0.02786649893076947,1.0,0.06515602948094716,0.08610493645933817,0.34138779070883885
d34b6f762,3,Cat,99.7,830.93,52.21,42.62,87.92,105.7,95.0,107.9,0.40978964401294504,0.03493878097421833,0.41004371707207704,0.3341696722596832,0.36874554376546576,0.31153747161687784
7a785a607,4,Dog,109.54,1514.59,62.22,19.16,48.53,112.9,108.3,106.8,0.45954692556634313,0.06427225389677034,0.5222508687366886,0.15022737964560137,0.20353982300884957,0.2799674501708506
ff85f13d7,4,Dog,163.29,2655.5,86.76,35.93,65.65,169.9,163.8,143.1,0.7313410194174758,0.11322473406537581,0.7973321376527296,0.2817155402226752,0.2753428679276937,0.4397912598571899
7d11f10b1,1,Cat,120.51,163.81,47.96,14.26,27.21,120.3,121.0,118.1,0.5150182038834952,0.0063149819277728775,0.36240331801367553,0.11180806021640269,0.11412154510757874,0.221933221829785
f4cf82def,1,Dog,76.62,35.34,55.04,9.7,37.24,78.6,75.7,75.8,0.2930825242718447,0.0008027810291386775,0.44176661809214207,0.07605457111494432,0.15618839911085014,0.193578978723784
748207a86,3,Cat,147.59,235.44,73.04,22.16,50.85,158.0,143.3,142.2,0.651951860841424,0.009388376108275467,0.6435377199865486,0.1737494119491924,0.2132701421800948,0.3383795022131071
c18984292,3,Dog,152.41,2878.81,85.89,27.04,50.57,156.9,149.6,154.9,0.6763248381877023,0.12280618952325704,0.7875798677278332,0.21201191782970047,0.21209579331459966,0.40216372131661854
a143b5edf,1,Cat,102.89,1270.54,76.36,34.61,77.81,110.6,102.9,82.8,0.42592030744336573,0.05380091716981714,0.6807532787804057,0.2713658460090952,0.32634316151491005,0.3516367021835188
439aafc10,2,Cat,86.25,958.6,63.21,41.87,87.59,102.8,80.0,75.2,0.34177791262135926,0.040416656655144836,0.533348279340881,0.32828916418378545,0.36736148974541794,0.3222387005093177
4ec3a7275,2,Cat,137.88,1003.84,43.05,45.14,63.52,139.1,135.4,147.7,0.6028519417475728,0.0423577477165149,0.30736464521914575,0.35392817939469967,0.2664094283437487,0.3145823884843364
ff706f8cc,2,Dog,133.11,919.22,58.95,22.79,36.59,134.1,132.9,131.7,0.5787317961165049,0.038726997813483634,0.4855957852258715,0.1786890387329465,0.15346223210166507,0.2870411699980943
9dfee7db3,2,Dog,100.08,469.05,58.3,22.58,55.8,102.5,100.4,92.2,0.4117111650485437,0.01941176874414326,0.4783096065463512,0.17704249647169512,0.23403095248081196,0.26410119785830904
035ff37c6,1,Cat,129.45,221.37,44.51,58.2,64.68,118.4,136.9,120.2,0.5602245145631067,0.008784681341841412,0.3237305234839143,0.45632742668966597,0.2712745879293713,0.3240683468015799
f796b0a30,4,Dog,109.59,1414.01,70.9,25.14,66.58,118.4,107.6,96.7,0.4597997572815535,0.059956715900470595,0.6195493778724358,0.19711463070409282,0.27924338380237385,0.3231327731121853
508f87cfc,3,Cat,116.72,2236.12,78.81,28.23,68.56,119.6,117.6,104.4,0.4958535598705502,0.09523059681256027,0.7082165676493666,0.2213423239767916,0.28754770792266077,0.3616381512463859
4c6dc89df,2,Dog,127.77,521.67,61.35,24.4,52.17,133.9,126.7,117.1,0.5517293689320388,0.021669509938866786,0.5124985988117924,0.19131252940254037,0.21880635826028605,0.2992032730691049
5a17d8cea,4,Cat,81.18,3402.29,69.58,27.66,62.7,85.7,79.1,80.0,0.3161407766990292,0.14526689573028617,0.6047528304001792,0.21687313783910928,0.26297026380908445,0.30920078089553765
6607c6e22,0,Cat,113.18,243.23,48.96,38.81,95.66,113.0,115.1,103.7,0.47795307443365703,0.00972261791570413,0.3736128236744759,0.3042966912341226,0.4012079016902235,0.31335862178963664
cd1947175,3,Dog,161.75,8018.54,70.01,19.35,28.66,164.6,161.9,153.6,0.7235538025889968,0.34333412853421025,0.6095729178343234,0.15171710835816216,0.12020299458960701,0.38967619038105994
2d8b42d21,3,Dog,127.46,2516.55,60.22,30.61,66.52,128.4,130.8,107.8,0.5501618122977346,0.10726287281477083,0.4998318574150879,0.2400031362709738,0.2789917376169106,0.3352502832830956
de0ace433,3,Cat,133.92,69.82,69.33,13.19,32.28,137.9,133.5,125.5,0.5828276699029126,0.002282197912340259,0.6019504539849792,0.10341853536145522,0.1353856477792224,0.28517290098818193
769d800fa,2,Cat,96.65,734.58,54.39,69.9,146.12,137.2,81.1,70.3,0.3943669093851133,0.03080473756654802,0.4344804394126218,0.548063352673671,0.6128423436648073,0.4041115565405523
12d48709c,1,Dog,143.27,334.39,51.88,47.72,57.64,164.3,133.4,138.8,0.6301072006472493,0.013633976473495783,0.406344580204013,0.374157127175788,0.2417481021683513,0.33319819733377953
44817c8f4,2,Dog,117.32,1071.16,57.75,46.23,99.66,98.4,126.2,121.3,0.49888754045307443,0.045246214786617285,0.472144378432911,0.3624745177983377,0.4179843140544394,0.359347393105076
6774f84e3,1,Cat,100.32,580.52,51.27,10.2,35.41,103.4,100.0,93.9,0.4129247572815534,0.024194558766488978,0.39950678175092474,0.07997490983220949,0.14851319045422134,0.2130228396170796
a0da2621e,4,Dog,142.59,1220.69,78.9,33.79,66.76,152.5,140.0,129.9,0.6266686893203884,0.05166202704140651,0.7092254231588386,0.2649364905127803,0.2799983223587636,0.38649819047843553
fe3d0c6e4,4,Cat,124.25,689.98,59.55,22.24,45.21,116.2,128.1,125.4,0.5339300161812298,0.028891106679344115,0.49232148862235164,0.1743766661439548,0.18961540074655034,0.28382693567468614
89ba257e1,1,Dog,118.48,1389.58,67.85,27.12,59.91,125.3,116.3,111.8,0.5047532362459548,0.058908509564721906,0.5853603856069945,0.21263917202446292,0.2512687161850438,0.3225860039254356
ba5526238,3,Cat,129.05,978.83,49.42,41.87,58.91,122.4,131.4,134.2,0.5582018608414241,0.041284655597928134,0.3787691962784441,0.32828916418378545,0.24707461309398984,0.3107238979991143
c72bd65dc,4,Cat,154.89,940.86,54.34,38.54,50.5,151.8,160.2,135.7,0.6888652912621359,0.039655494952476736,0.43391996412958184,0.3021797083267994,0.2118022060982259,0.335284532953844
6f3e5cbd8,1,Dog,145.53,926.28,26.98,25.92,46.91,160.8,138.9,139.7,0.6415351941747574,0.03902991785975402,0.12722788925008405,0.2032303591030265,0.1967453760013421,0.2415537472777928
12ba67e43,2,Dog,100.88,269.27,83.48,13.84,27.74,101.7,100.5,100.3,0.4157564724919094,0.010839903752089547,0.7605649590853044,0.10851497569389995,0.11634441974583734,0.28240414615380816
810b069f2,3,Cat,120.82,364.74,30.29,9.37,26.06,126.3,118.3,119.4,0.5165857605177994,0.014936189420281399,0.16433135298733323,0.0734671475615493,0.10929832655286666,0.17572375540796598
4f23f9105,2,Dog,95.95,932.36,49.0,25.3,87.91,95.6,100.5,73.3,0.39082726537216833,0.03929078951433249,0.3740612039009079,0.1983691390936177,0.3687036027345552,0.27425040012311636
d85a78cf9,4,Cat,68.04,568.38,61.22,13.28,46.15,71.6,67.2,63.3,0.24969660194174764,0.02367367358777473,0.5110413630758882,0.10412419633056295,0.1935578576521411,0.21641873851762292
71ec53012,3,Dog,86.53,5500.29,64.76,24.16,69.66,92.3,83.7,85.9,0.34319377022653724,0.23528477916871188,0.5507230131151216,0.18943076681825308,0.2921612213228201,0.32215871013028885
c4277da90,1,Dog,164.53,155.69,66.23,23.6,42.07,172.3,162.2,156.2,0.7376112459546926,0.00596658096803979,0.5672009864364981,0.1850399874549161,0.17644591704064086,0.3344529435709575
8b1b5fcfc,2,Dog,136.06,1526.06,70.32,20.68,61.33,148.4,132.0,124.5,0.5936488673139159,0.06476439170565439,0.6130478645891715,0.1621452093460875,0.25722434257434046,0.338166135105834
